,ASV 0,ASV 1,ASV 2,ASV 3,ASV 4,ASV 5,ASV 6,ASV 7,ASV 8,ASV 9,ASV 10,ASV 11,ASV 12,ASV 13,ASV 14,ASV 15,ASV 16,ASV 17,ASV 18,ASV 19,ASV 20,ASV 21,ASV 22,ASV 23,ASV 24,ASV 25,ASV 26,ASV 27,ASV 28,ASV 29,ASV 30,ASV 31,ASV 32,ASV 33,ASV 34,ASV 35,ASV 36,ASV 37,ASV 38,ASV 39,ASV 40,ASV 41,ASV 42,ASV 43,ASV 44,ASV 45,ASV 46,ASV 47,ASV 48,ASV 49,ASV 50,ASV 51,ASV 52,ASV 53,ASV 54,ASV 55,ASV 56,ASV 57,ASV 58,ASV 59,ASV 60,ASV 61,ASV 62,ASV 63,ASV 64,ASV 65,ASV 66,ASV 67,ASV 68,ASV 69,ASV 70,ASV 71,ASV 72,ASV 73,ASV 74,ASV 75,ASV 76,ASV 77,ASV 78,ASV 79,ASV 80,ASV 81,ASV 82,ASV 83,ASV 84,ASV 85,ASV 86,ASV 87,ASV 88,ASV 89,ASV 90,ASV 91,ASV 92,ASV 93,ASV 94,ASV 95,ASV 96,ASV 97,ASV 98,ASV 99,ASV 100,ASV 101,ASV 102,ASV 103,ASV 104,ASV 105,ASV 106,ASV 107,ASV 108,ASV 109,ASV 110,ASV 111,ASV 112,ASV 113,ASV 114,ASV 115,ASV 116,ASV 117,ASV 118,ASV 119,ASV 120,ASV 121,ASV 122,ASV 123,ASV 124,ASV 125,ASV 126,ASV 127,ASV 128,ASV 129,ASV 130,ASV 131,ASV 132,ASV 133,ASV 134,ASV 135,ASV 136,ASV 137,ASV 138,ASV 139,ASV 140,ASV 141,ASV 142,ASV 143,ASV 144,ASV 145,ASV 146
ASV 38,0.584023911516854,0.6270727865168539,0.4619474531835207,0.377880786516854,0.49943578651685394,0.47608209799226386,0.5328207865168538,0.514120786516854,0.504225786516854,0.41476691554911205,0.42147678651685394,0.422265786516854,0.3294222150882825,0.3274662410623085,0.31971624106230845,0.3402957865168539,0.3666207865168539,0.3856007865168539,0.2981207865168539,0.37208078651685395,0.351696786516854,0.3343982865168539,0.1006379531835206,0.648473286516854,0.627250786516854,0.6035341198501872,0.536600786516854,0.5785039444115908,0.580460786516854,0.6649057865168541,0.5678285787246462,0.46785891151685405,0.602918786516854,0.26439878651685395,0.29640098259528525,0.3247607865168539,0.3048974531835206,0.24253099059848662,0.0,0.40485411985018727,0.3488801198501873,0.28647578651685396,0.13717210230632762,0.3281607865168539,0.3392507865168539,0.33432578651685396,0.13211737475214808,0.4064907865168539,0.3783807865168539,0.25309300873907614,0.3833807865168539,0.12858624106230848,0.4077807865168539,0.400270786516854,0.30772078651685386,0.3284207865168539,0.10047307223113965,0.38548578651685395,0.31137411985018726,0.29011507223113964,0.27983828651685394,0.2874607865168539,0.3340541198501872,0.39835078651685396,0.39360578651685396,0.3873407865168539,0.2628667124427798,0.37288078651685397,0.30191595893064704,0.3658407865168539,0.4141882865168539,0.27322792937399676,0.3518207865168539,0.19742411985018726,0.35172578651685393,0.3136707865168539,0.33410078651685393,0.3326047865168539,0.354190786516854,0.3112241198501873,0.23442328651685393,0.1741974531835206,0.3252627865168539,0.3427867865168539,0.3889707865168539,0.34833411985018725,0.23143694036300777,0.17414528651685393,0.37020078651685395,0.4063407865168539,0.36174078651685393,0.35888078651685396,0.23445578651685395,0.361800786516854,0.22550328651685395,0.4150707865168539,0.44121078651685397,0.45178078651685394,0.4654007865168539,0.3521107865168539,0.3565507865168539,0.438940786516854,0.24817078651685395,0.13234990932387147,0.2666474531835206,0.20355328651685395,0.21570411985018728,0.2463774531835206,0.32882078651685387,0.25525078651685396,0.2910024531835206,0.24259078651685395,0.21121078651685396,0.41080578651685395,0.10919694036300778,0.09939924805531548,0.38842078651685397,0.3064841198501872,0.31522967540574276,0.33222078651685394,0.3756207865168538,0.3202547865168539,0.39350078651685394,0.3104425722311396,0.43009078651685395,0.2835800968616815,0.40847078651685387,0.39893239942007963,0.3719572865168539,0.46577935794542535,0.38590678651685395,0.447454786516854,0.38299828651685386,0.46078078651685395,0.3861785642946317,0.505870786516854,0.46564328651685394,0.4515057865168539,0.47913578651685396,0.463598286516854,0.4224479293739968,0.3569081549379065,0.14323203651685396,0.38406078651685394,0.4137107865168539,0.43342578651685393,0.4182057865168539
ASV 39,0.9148564583333334,0.9579053333333334,0.7927799999999998,0.7087133333333332,0.8302683333333333,0.806914644808743,0.8636533333333333,0.8449533333333332,0.8350583333333332,0.7455994623655914,0.7523093333333332,0.7530983333333332,0.6602547619047618,0.6582987878787878,0.6505487878787878,0.6711283333333332,0.6974533333333334,0.7164333333333334,0.6289533333333333,0.7029133333333333,0.6825293333333333,0.6652308333333333,0.4314704999999999,0.9793058333333332,0.9580833333333333,0.9343666666666667,0.8674333333333334,0.90933649122807,0.9112933333333334,0.9957383333333333,0.8986611255411255,0.7986914583333333,0.9337513333333333,0.4510113333333333,0.5793335294117646,0.4362533333333334,0.41639000000000004,0.322663537414966,0.40485411985018727,0.0,0.19525266666666666,0.3666083333333333,0.32378464912280697,0.6589933333333333,0.6700833333333334,0.6651583333333334,0.46294992156862735,0.7373233333333333,0.7092133333333334,0.5839255555555556,0.7142133333333334,0.45941878787878787,0.7386133333333333,0.7311033333333334,0.6385533333333333,0.6592533333333334,0.431305619047619,0.7163183333333334,0.6422066666666667,0.6209476190476191,0.6106708333333334,0.6182933333333334,0.6648866666666666,0.7291833333333334,0.7244383333333334,0.7181733333333333,0.5936992592592593,0.7037133333333334,0.6327485057471265,0.6966733333333334,0.7450208333333334,0.6040604761904762,0.6826533333333333,0.5282566666666666,0.6825583333333334,0.6445033333333333,0.6649333333333334,0.6634373333333333,0.6850233333333334,0.6420566666666667,0.5652558333333334,0.50503,0.6560953333333334,0.6736193333333333,0.7198033333333334,0.6791666666666667,0.5622694871794872,0.5049778333333332,0.7010333333333334,0.6333133333333333,0.5887133333333333,0.5858533333333333,0.4614283333333333,0.5887733333333334,0.45247583333333335,0.6420433333333333,0.6681833333333334,0.6787533333333333,0.6923733333333333,0.5790833333333333,0.5835233333333333,0.6659133333333334,0.4751433333333333,0.46318245614035086,0.5974800000000001,0.5343858333333333,0.5465366666666667,0.5772100000000001,0.6596533333333333,0.5860833333333334,0.621835,0.5734233333333334,0.5420433333333333,0.7416383333333334,0.4400294871794871,0.43023179487179486,0.7192533333333335,0.6373166666666668,0.6460622222222223,0.6630533333333335,0.7064533333333334,0.6510873333333335,0.7243333333333335,0.6412751190476191,0.7609233333333335,0.6144126436781611,0.7393033333333334,0.7297649462365592,0.7027898333333334,0.7966119047619049,0.7167393333333335,0.7782873333333336,0.7138308333333334,0.7916133333333335,0.7170111111111113,0.8367033333333335,0.7964758333333335,0.7823383333333335,0.8099683333333335,0.7944308333333335,0.7532804761904763,0.6877407017543861,0.47406458333333323,0.7148933333333335,0.7445433333333334,0.7642583333333335,0.7490383333333335
ASV 40,0.8588824583333334,0.9019313333333334,0.7368059999999998,0.6527393333333332,0.7742943333333333,0.750940644808743,0.8076793333333332,0.7889793333333333,0.7790843333333333,0.6896254623655914,0.6963353333333332,0.6971243333333332,0.6042807619047619,0.6023247878787878,0.5945747878787878,0.6151543333333332,0.6414793333333333,0.6604593333333333,0.5729793333333333,0.6469393333333332,0.6265553333333332,0.6092568333333334,0.37549649999999996,0.9233318333333332,0.9021093333333333,0.8783926666666667,0.8114593333333334,0.8533624912280701,0.8553193333333334,0.9397643333333333,0.8426871255411256,0.7427174583333334,0.8777773333333333,0.39503733333333335,0.5233595294117647,0.3802793333333333,0.36041600000000007,0.26668953741496604,0.3488801198501873,0.19525266666666666,0.0,0.31063433333333335,0.26781064912280705,0.6030193333333334,0.6141093333333334,0.6091843333333334,0.4069759215686274,0.6813493333333334,0.6532393333333334,0.5279515555555555,0.6582393333333334,0.4034447878787879,0.6826393333333334,0.6751293333333335,0.5825793333333333,0.6032793333333334,0.375331619047619,0.6603443333333334,0.5862326666666667,0.5649736190476191,0.5546968333333334,0.5623193333333334,0.6089126666666667,0.6732093333333334,0.6684643333333334,0.6621993333333334,0.5377252592592592,0.6477393333333334,0.5767745057471265,0.6406993333333334,0.6890468333333334,0.5480864761904761,0.6266793333333334,0.47228266666666663,0.6265843333333334,0.5885293333333333,0.6089593333333334,0.6074633333333334,0.6290493333333335,0.5860826666666668,0.5092818333333333,0.4490559999999999,0.6001213333333334,0.6176453333333334,0.6638293333333334,0.6231926666666667,0.5062954871794871,0.44900383333333327,0.6450593333333334,0.5773393333333333,0.5327393333333333,0.5298793333333334,0.4054543333333333,0.5327993333333334,0.3965018333333333,0.5860693333333333,0.6122093333333334,0.6227793333333334,0.6363993333333333,0.5231093333333333,0.5275493333333333,0.6099393333333334,0.41916933333333334,0.4072084561403508,0.5415059999999999,0.47841183333333326,0.4905626666666666,0.5212359999999999,0.6036793333333333,0.5301093333333333,0.5658610000000001,0.5174493333333333,0.48606933333333335,0.6856643333333334,0.3840554871794871,0.3742577948717949,0.6632793333333336,0.5813426666666667,0.5900882222222223,0.6070793333333335,0.6504793333333334,0.5951133333333335,0.6683593333333335,0.5853011190476192,0.7049493333333335,0.558438643678161,0.6833293333333335,0.6737909462365592,0.6468158333333335,0.7406379047619049,0.6607653333333335,0.7223133333333336,0.6578568333333334,0.7356393333333335,0.6610371111111113,0.7807293333333335,0.7405018333333335,0.7263643333333335,0.7539943333333335,0.7384568333333336,0.6973064761904764,0.6317667017543861,0.41809058333333327,0.6589193333333335,0.6885693333333335,0.7082843333333335,0.6930643333333335
ASV 41,0.796478125,0.8395270000000001,0.6744016666666667,0.5903349999999999,0.71189,0.6885363114754097,0.7452749999999999,0.726575,0.71668,0.6272211290322581,0.6339309999999999,0.63472,0.5418764285714286,0.5399204545454546,0.5321704545454545,0.55275,0.579075,0.598055,0.510575,0.5845349999999999,0.564151,0.5468525000000001,0.31309216666666667,0.8609275,0.839705,0.8159883333333334,0.7490550000000001,0.7909581578947369,0.7929150000000001,0.87736,0.7802827922077923,0.6803131250000001,0.815373,0.332633,0.4609551960784314,0.317875,0.2980116666666667,0.15682520408163264,0.28647578651685396,0.3666083333333333,0.31063433333333335,0.0,0.2054063157894737,0.540615,0.5517049999999999,0.5467799999999999,0.3445715882352941,0.6189450000000001,0.5908350000000001,0.4655472222222222,0.5958350000000001,0.3410404545454545,0.620235,0.6127250000000001,0.5201749999999999,0.5408749999999999,0.31292728571428574,0.59794,0.5238283333333332,0.5025692857142857,0.4922924999999999,0.499915,0.5465083333333333,0.610805,0.60606,0.5997950000000001,0.4753209259259259,0.585335,0.5143701724137931,0.5782950000000001,0.6266425000000001,0.48568214285714284,0.5642750000000001,0.40987833333333323,0.5641800000000001,0.526125,0.546555,0.545059,0.5666450000000001,0.5236783333333332,0.4468774999999999,0.3866516666666666,0.537717,0.5552410000000001,0.601425,0.5607883333333334,0.44389115384615374,0.3865995,0.582655,0.514935,0.470335,0.4674749999999999,0.34305,0.47039499999999995,0.3340975,0.523665,0.5498050000000001,0.5603750000000001,0.573995,0.460705,0.465145,0.5475350000000001,0.35676499999999994,0.3448041228070175,0.47910166666666665,0.4160075,0.4281583333333333,0.45883166666666664,0.541275,0.4677049999999999,0.5034566666666667,0.4550449999999999,0.42366499999999996,0.62326,0.32165115384615384,0.3118534615384615,0.6008750000000002,0.5189383333333334,0.527683888888889,0.544675,0.5880750000000001,0.532709,0.6059550000000002,0.5228967857142858,0.6425450000000003,0.4960343103448276,0.6209250000000002,0.6113866129032259,0.5844115000000002,0.6782335714285717,0.5983610000000003,0.6599090000000003,0.5954525000000002,0.6732350000000002,0.598632777777778,0.7183250000000002,0.6780975000000002,0.6639600000000002,0.6915900000000003,0.6760525000000003,0.6349021428571431,0.5693623684210527,0.35568625,0.596515,0.6261650000000001,0.6458800000000001,0.6306600000000002
ASV 42,0.6471744407894737,0.6902233157894737,0.5250979824561403,0.44103131578947374,0.5625863157894736,0.5392326272648834,0.5959713157894736,0.5772713157894735,0.5673763157894736,0.4779174448217318,0.4846273157894737,0.48541631578947364,0.3925727443609023,0.39061677033492825,0.3828667703349282,0.40344631578947365,0.4297713157894736,0.4487513157894736,0.3612713157894737,0.4352313157894736,0.41484731578947365,0.39754881578947365,0.16378848245614036,0.7116238157894738,0.6904013157894737,0.666684649122807,0.5997513157894737,0.6416544736842106,0.6436113157894737,0.7280563157894737,0.6309791079972659,0.5310094407894738,0.6660693157894737,0.18332931578947367,0.311651511867905,0.2436913157894737,0.22382798245614038,0.16146151987110635,0.13717210230632762,0.32378464912280697,0.26781064912280705,0.2054063157894737,0.0,0.39131131578947365,0.4024013157894736,0.3974763157894736,0.19526790402476782,0.46964131578947366,0.4415313157894737,0.3162435380116959,0.4465313157894737,0.19173677033492825,0.47093131578947356,0.46342131578947365,0.37087131578947363,0.3915713157894736,0.1636236015037594,0.4486363157894736,0.3745246491228069,0.3532656015037594,0.3429888157894737,0.3506113157894737,0.39720464912280695,0.4615013157894736,0.4567563157894736,0.45049131578947366,0.3260172417153996,0.43603131578947363,0.3650664882032668,0.4289913157894737,0.4773388157894737,0.33637845864661653,0.41497131578947366,0.26057464912280703,0.4148763157894737,0.37682131578947364,0.3972513157894737,0.39575531578947365,0.41734131578947364,0.37437464912280694,0.2975738157894736,0.23734798245614033,0.3884133157894737,0.4059373157894737,0.45212131578947357,0.411484649122807,0.29458746963562754,0.23729581578947367,0.4333513157894736,0.3656313157894736,0.32103131578947364,0.3181713157894736,0.19374631578947368,0.32109131578947364,0.18479381578947368,0.3743613157894736,0.4005013157894737,0.41107131578947365,0.4246913157894736,0.3114013157894736,0.3158413157894736,0.3982313157894737,0.2074613157894737,0.19550043859649122,0.32979798245614034,0.26670381578947366,0.278854649122807,0.3095279824561403,0.39197131578947364,0.3184013157894737,0.35415298245614035,0.3057413157894737,0.27436131578947365,0.4739563157894736,0.17234746963562753,0.16254977732793524,0.4515713157894736,0.36963464912280697,0.37838020467836253,0.3953713157894736,0.4387713157894736,0.38340531578947357,0.4566513157894737,0.37359310150375935,0.4932413157894737,0.3467306261343013,0.47162131578947364,0.4620829286926994,0.43510781578947366,0.5289298872180452,0.4490573157894737,0.5106053157894739,0.44614881578947363,0.5239313157894738,0.4493290935672515,0.5690213157894738,0.5287938157894738,0.5146563157894738,0.5422863157894738,0.5267488157894739,0.48559845864661655,0.4200586842105263,0.2063825657894737,0.4472113157894736,0.47686131578947355,0.4965763157894736,0.4813563157894737
ASV 43,0.8381631250000001,0.8812120000000001,0.7160866666666665,0.6320199999999999,0.7535749999999999,0.7302213114754097,0.7869599999999999,0.7682599999999998,0.7583649999999998,0.668906129032258,0.6756159999999999,0.6764049999999998,0.5835614285714286,0.5816054545454545,0.5738554545454544,0.5944349999999998,0.6207599999999999,0.6397399999999999,0.5522599999999999,0.6262199999999999,0.6058359999999999,0.5885374999999999,0.3547771666666666,0.9026124999999999,0.88139,0.8576733333333334,0.7907399999999999,0.8326431578947368,0.8345999999999999,0.919045,0.8219677922077921,0.7219981249999999,0.857058,0.5185379999999999,0.5505401960784313,0.5789,0.5590366666666667,0.49667020408163254,0.3281607865168539,0.6589933333333333,0.6030193333333334,0.540615,0.39131131578947365,0.0,0.08625,0.371385,0.3862565882352941,0.50979,0.48168000000000005,0.3805722222222222,0.51086,0.3827254545454546,0.44483999999999996,0.43733,0.38880000000000003,0.48025999999999996,0.3546122857142857,0.48878499999999997,0.4146733333333333,0.39341428571428577,0.38313749999999996,0.39076000000000005,0.4373533333333333,0.5016499999999999,0.496905,0.49064,0.36616592592592595,0.47618,0.4052151724137932,0.46914000000000006,0.5174875,0.3765271428571429,0.45512,0.3007233333333333,0.38878500000000005,0.46551000000000003,0.48594,0.48444400000000004,0.39125,0.34828333333333333,0.27148249999999996,0.21125666666666665,0.36232200000000003,0.379846,0.42602999999999996,0.38539333333333337,0.26849615384615383,0.27744450000000004,0.40726,0.6604799999999998,0.6158799999999999,0.61302,0.488595,0.61594,0.47964249999999997,0.66921,0.69535,0.70592,0.71954,0.60625,0.6106899999999998,0.69308,0.50231,0.38648912280701747,0.5048466666666667,0.44175250000000005,0.4539033333333334,0.4845766666666667,0.56702,0.49345,0.5292016666666666,0.48079,0.44941000000000003,0.562645,0.34739615384615385,0.3535384615384615,0.6425600000000001,0.5606233333333335,0.569368888888889,0.5863600000000001,0.62976,0.5743940000000001,0.6476400000000001,0.5645817857142859,0.6842300000000001,0.5377193103448277,0.66261,0.6530716129032258,0.6260965000000001,0.7199185714285715,0.6400460000000001,0.7015940000000002,0.6371375,0.7149200000000001,0.6403177777777779,0.7600100000000001,0.7197825000000001,0.7056450000000001,0.7332750000000001,0.7177375000000001,0.6765871428571429,0.6110473684210527,0.39737124999999995,0.6382000000000001,0.66785,0.687565,0.6723450000000001
ASV 44,0.8492531249999999,0.8923019999999999,0.7271766666666665,0.6431099999999998,0.7646649999999999,0.7413113114754096,0.7980499999999998,0.7793499999999999,0.7694549999999999,0.6799961290322579,0.6867059999999998,0.6874949999999999,0.5946514285714284,0.5926954545454544,0.5849454545454544,0.6055249999999999,0.6318499999999999,0.6508299999999999,0.5633499999999999,0.6373099999999998,0.6169259999999999,0.5996275,0.3658671666666666,0.9137025,0.8924799999999998,0.8687633333333332,0.8018299999999999,0.8437331578947368,0.8456899999999999,0.9301349999999998,0.8330577922077922,0.733088125,0.868148,0.529628,0.5616301960784313,0.58999,0.5701266666666667,0.5077602040816326,0.3392507865168539,0.6700833333333334,0.6141093333333334,0.5517049999999999,0.4024013157894736,0.08625,0.0,0.382475,0.3973465882352941,0.5208799999999999,0.49277,0.39166222222222224,0.52195,0.3938154545454545,0.45592999999999995,0.44842,0.39988999999999997,0.49135,0.36570228571428565,0.499875,0.4257633333333333,0.4045042857142857,0.3942275,0.40185,0.44844333333333336,0.51274,0.507995,0.5017299999999999,0.3772559259259259,0.48727000000000004,0.4163051724137931,0.48023,0.5285774999999999,0.3876171428571428,0.46620999999999996,0.31181333333333333,0.39987500000000004,0.4766000000000001,0.49703,0.4955340000000001,0.40234000000000003,0.3593733333333333,0.2825725,0.22234666666666664,0.37341199999999997,0.390936,0.43711999999999995,0.39648333333333335,0.2795861538461538,0.28853449999999997,0.41835,0.6715699999999999,0.6269699999999999,0.6241099999999999,0.49968499999999993,0.62703,0.4907325,0.6802999999999999,0.70644,0.7170099999999999,0.7306299999999999,0.6173399999999999,0.6217799999999999,0.70417,0.5134000000000001,0.3975791228070175,0.5159366666666667,0.4528425,0.4649933333333333,0.49566666666666664,0.5781099999999999,0.50454,0.5402916666666666,0.49188000000000004,0.46049999999999996,0.573735,0.35848615384615384,0.3646284615384615,0.6536500000000001,0.5717133333333335,0.5804588888888891,0.59745,0.64085,0.585484,0.6587300000000001,0.5756717857142859,0.69532,0.5488093103448277,0.6737000000000001,0.6641616129032258,0.6371865000000001,0.7310085714285716,0.651136,0.7126840000000002,0.6482275000000001,0.7260100000000002,0.6514077777777779,0.7711,0.7308725000000001,0.716735,0.744365,0.7288275000000001,0.687677142857143,0.6221373684210527,0.40846125,0.64929,0.67894,0.698655,0.6834350000000001
ASV 45,0.8443281250000001,0.8873770000000001,0.7222516666666665,0.6381849999999999,0.75974,0.7363863114754097,0.7931249999999999,0.7744249999999999,0.7645299999999999,0.6750711290322581,0.6817809999999999,0.6825699999999999,0.5897264285714285,0.5877704545454545,0.5800204545454545,0.6005999999999999,0.626925,0.645905,0.558425,0.6323849999999999,0.6120009999999999,0.5947025,0.3609421666666666,0.9087774999999999,0.887555,0.8638383333333334,0.7969050000000001,0.838808157894737,0.8407650000000001,0.92521,0.8281327922077922,0.728163125,0.863223,0.524703,0.5567051960784314,0.5850650000000001,0.5652016666666667,0.5028352040816326,0.33432578651685396,0.6651583333333334,0.6091843333333334,0.5467799999999999,0.3974763157894736,0.371385,0.382475,0.0,0.39242158823529416,0.5159549999999999,0.48784500000000003,0.3867372222222222,0.517025,0.38889045454545457,0.32856499999999994,0.321055,0.394965,0.48642499999999994,0.3607772857142857,0.49494999999999995,0.42083833333333326,0.39957928571428575,0.38930250000000005,0.39692500000000003,0.4435183333333333,0.5078149999999999,0.5030699999999999,0.496805,0.3723309259259259,0.48234499999999997,0.41138017241379315,0.47530500000000003,0.5236525,0.38269214285714287,0.461285,0.3068883333333334,0.27251,0.471675,0.49210499999999996,0.490609,0.160335,0.2762683333333333,0.2279275,0.21742166666666668,0.246047,0.30783099999999997,0.3540149999999999,0.2691183333333333,0.25682115384615384,0.2836095,0.33524499999999996,0.6666449999999998,0.622045,0.619185,0.49476,0.622105,0.48580749999999995,0.6753749999999998,0.7015149999999999,0.7120849999999999,0.7257049999999998,0.6124149999999999,0.6168549999999999,0.6992449999999999,0.508475,0.39265412280701756,0.5110116666666666,0.4479175,0.46006833333333336,0.4907416666666667,0.573185,0.499615,0.5353666666666665,0.48695499999999997,0.455575,0.5688099999999999,0.3535611538461539,0.35970346153846156,0.6487250000000001,0.5667883333333334,0.575533888888889,0.5925250000000001,0.635925,0.580559,0.6538050000000001,0.5707467857142858,0.6903950000000001,0.5438843103448276,0.668775,0.6592366129032258,0.6322615,0.7260835714285715,0.6462110000000001,0.7077590000000001,0.6433025,0.7210850000000001,0.6464827777777779,0.766175,0.7259475000000001,0.71181,0.7394400000000001,0.7239025000000001,0.6827521428571429,0.6172123684210526,0.40353624999999993,0.6443650000000001,0.674015,0.6937300000000001,0.6785100000000001
ASV 46,0.5719997132352941,0.6150485882352941,0.46400325490196087,0.37993658823529414,0.501491588235294,0.47813789971070403,0.534876588235294,0.5161765882352942,0.5062815882352942,0.4168227172675522,0.4235325882352941,0.42432158823529414,0.3314780168067227,0.32952204278074865,0.3217720427807486,0.34235158823529405,0.3686765882352941,0.3876565882352941,0.3001765882352941,0.3741365882352941,0.35375258823529415,0.33645408823529405,0.09817375490196079,0.6460090882352941,0.6247865882352942,0.6010699215686275,0.5341365882352942,0.5760397461300311,0.5779965882352942,0.6624415882352942,0.5653643804430865,0.46539471323529424,0.6004545882352942,0.3224945882352941,0.35449678431372544,0.3828565882352941,0.36299325490196077,0.3006267923169268,0.13211737475214808,0.46294992156862735,0.4069759215686274,0.3445715882352941,0.19526790402476782,0.3862565882352941,0.3973465882352941,0.39242158823529416,0.0,0.4645865882352941,0.4364765882352941,0.31118881045751634,0.4414765882352941,0.18668204278074868,0.46587658823529404,0.45836658823529414,0.36581658823529406,0.38651658823529406,0.15856887394957983,0.4435815882352941,0.3694699215686274,0.34821087394957984,0.33793408823529414,0.3455565882352941,0.3921499215686274,0.4564465882352941,0.4517015882352941,0.4454365882352941,0.32096251416122,0.4309765882352941,0.36001176064908724,0.4239365882352941,0.4722840882352941,0.33132373109243696,0.4099165882352941,0.25551992156862746,0.40982158823529413,0.37176658823529407,0.39219658823529413,0.3907005882352941,0.4122865882352941,0.3693199215686274,0.2925190882352941,0.2322932549019608,0.3833585882352941,0.4008825882352941,0.44706658823529405,0.40642992156862745,0.28953274208144797,0.2322410882352941,0.4282965882352941,0.46443658823529405,0.4198365882352941,0.4169765882352941,0.29255158823529415,0.41989658823529413,0.2835990882352941,0.47316658823529406,0.4993065882352941,0.509876588235294,0.523496588235294,0.41020658823529405,0.41464658823529404,0.4970365882352941,0.3062665882352941,0.15104571104231165,0.3247432549019608,0.26164908823529415,0.2737999215686275,0.3044732549019608,0.38691658823529407,0.31334658823529415,0.3490982549019608,0.30068658823529415,0.26930658823529413,0.4689015882352941,0.16729274208144795,0.08737504977375565,0.38595658823529416,0.30401992156862745,0.312765477124183,0.32975658823529413,0.3731565882352941,0.3177905882352941,0.3910365882352942,0.30797837394957983,0.4276265882352942,0.28111589858012176,0.4060065882352941,0.3964682011385199,0.36949308823529414,0.4633151596638656,0.3834425882352942,0.44499058823529425,0.3805340882352941,0.4583165882352942,0.38371436601307196,0.5034065882352942,0.4631790882352942,0.44904158823529416,0.4766715882352942,0.4611340882352942,0.41998373109243703,0.35444395665634676,0.14076783823529412,0.3720365882352942,0.40168658823529413,0.42140158823529417,0.41574158823529417
ASV 47,0.9164931250000001,0.9595420000000001,0.7944166666666665,0.7103499999999999,0.8319049999999999,0.8085513114754097,0.8652899999999999,0.8465899999999998,0.8366949999999999,0.747236129032258,0.7539459999999999,0.7547349999999998,0.6618914285714286,0.6599354545454545,0.6521854545454545,0.672765,0.69909,0.71807,0.6305899999999999,0.70455,0.6841659999999999,0.6668675,0.4331071666666666,0.9809424999999999,0.95972,0.9360033333333334,0.8690699999999999,0.9109731578947368,0.9129299999999999,0.997375,0.900297792207792,0.800328125,0.935388,0.596868,0.6288701960784313,0.65723,0.6373666666666667,0.5750002040816327,0.4064907865168539,0.7373233333333333,0.6813493333333334,0.6189450000000001,0.46964131578947366,0.50979,0.5208799999999999,0.5159549999999999,0.4645865882352941,0.0,0.33899,0.4589022222222222,0.58919,0.4610554545454546,0.58941,0.5819000000000001,0.48935,0.5585899999999999,0.4329422857142857,0.31881499999999996,0.43350333333333335,0.25072428571428573,0.2131675,0.26809000000000005,0.2946633333333333,0.33168,0.35421499999999995,0.34795,0.24349592592592592,0.30621,0.26252517241379314,0.32645,0.2808575,0.23383714285714285,0.31243,0.31955333333333336,0.533355,0.5438400000000001,0.56427,0.5627740000000001,0.53582,0.4928533333333334,0.4160525,0.3558266666666667,0.5068920000000001,0.524416,0.5706,0.5299633333333333,0.4130661538461539,0.35577450000000005,0.55183,0.73881,0.69421,0.6913499999999999,0.566925,0.6942699999999999,0.5579725,0.7475399999999999,0.7736799999999999,0.7842499999999999,0.7978699999999999,0.68458,0.68902,0.7714099999999999,0.58064,0.4648191228070176,0.5831766666666667,0.5200825,0.5322333333333333,0.5629066666666667,0.6453500000000001,0.57178,0.6075316666666668,0.55912,0.5277400000000001,0.6409749999999999,0.4257261538461539,0.43186846153846153,0.72089,0.6389533333333335,0.647698888888889,0.6646900000000002,0.7080899999999999,0.6527240000000001,0.72597,0.6429117857142859,0.7625600000000001,0.6160493103448277,0.7409399999999999,0.7314016129032257,0.7044265000000001,0.7982485714285714,0.7183760000000001,0.7799240000000001,0.7154674999999999,0.79325,0.7186477777777778,0.8383400000000001,0.7981125,0.7839750000000001,0.8116050000000001,0.7960675000000001,0.7549171428571428,0.6893773684210527,0.47570124999999996,0.7165300000000002,0.74618,0.7658950000000001,0.750675
